"","Canonical","NonCanonical","Atypical"
"751","QRFPR","SLC22A24",NA
"752","KCNH5","KLK2",NA
"753","COL22A1","PGLYRP3",NA
"754","GABRA1","CFAP144",NA
"755","CXorf66","MARCHF11",NA
"756","TMC3","ASIC5",NA
"757","GSG1L","CCDC177",NA
"758","CKS2","DBX1",NA
"759","MS4A10","NR1H4",NA
"760","CCL23","ACSM1",NA
"761","IGSF11","S100A7L2",NA
"762","AMER3","NEUROD2",NA
"763","TARP","PDE7B",NA
"764","S100A7L2","SFTPB",NA
"765","GOLGA2P11","ABCC8",NA
"766","FNDC7","OR4E2",NA
"767","SYNPO2L","CIB4",NA
"768","PRM2","ATP4B",NA
"769","SLC27A6","RPA3",NA
"770","ACSM1","PIK3C2G",NA
"771","TEKTL1","PRSS36",NA
"772","OR8K1","NEUROG1",NA
"773","KLK14","CREB3L3",NA
"774","PLPPR5","GHRHR",NA
"775","OR7G3","WNT1",NA
