"","Canonical","NonCanonical","Atypical"
"756",NA,"ANKS4B",NA
"757",NA,"COX7C",NA
"758",NA,"NDUFA2",NA
"759",NA,"RIPK3",NA
"760",NA,"ATP5MK",NA
"761",NA,"TTLL9",NA
"762",NA,"ARHGEF26",NA
"763",NA,"MARS2",NA
"764",NA,"SCARNA17",NA
"765",NA,"CRAMP1",NA
"766",NA,"LSM3",NA
"767",NA,"ELOC",NA
"768",NA,"GARS1-DT",NA
"769",NA,"SNAR-A3",NA
"770",NA,"CNIH4",NA
"771",NA,"ASIC3",NA
"772",NA,"CDKN2A",NA
"773",NA,"CCNG2",NA
"774",NA,"MAGEB6",NA
"775",NA,"GABPB1-IT1",NA
"776",NA,"APOC1",NA
"777",NA,"RELCH",NA
"778",NA,"RPL29",NA
"779",NA,"C20orf141",NA
"780",NA,"LINC00515",NA
"781",NA,"CACHD1",NA
